STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,med_spec,Medical speciality,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,PL,Poland,2015,,9.01,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,PL,Poland,2016,,9.02,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,PL,Poland,2017,,9.23,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,PT,Portugal,2015,,11.99,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,PT,Portugal,2016,,12.38,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,PT,Portugal,2017,,12.74,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,PT,Portugal,2018,,13.41,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,PT,Portugal,2019,,13.58,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,PT,Portugal,2020,,14.12,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,RO,Romania,2015,,10.56,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,RO,Romania,2016,,10.88,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,RO,Romania,2017,,11.44,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,RO,Romania,2018,,11.88,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,RO,Romania,2019,,13.06,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,RO,Romania,2020,,14.10,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,RS,Serbia,2015,,13.56,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,RS,Serbia,2016,,12.82,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,RS,Serbia,2017,,12.59,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,RS,Serbia,2018,,12.13,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,RS,Serbia,2020,,11.93,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,SE,Sweden,2015,,23.15,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,SE,Sweden,2016,,23.30,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,SE,Sweden,2017,,23.46,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,SE,Sweden,2018,,23.43,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,SE,Sweden,2019,,22.18,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,SI,Slovenia,2015,,12.79,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,SI,Slovenia,2016,,13.37,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,SI,Slovenia,2017,,13.50,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,SI,Slovenia,2018,,14.75,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,SI,Slovenia,2019,,15.47,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,SI,Slovenia,2020,,16.08,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,TR,Türkiye,2015,,4.33,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,TR,Türkiye,2016,,4.53,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,TR,Türkiye,2017,,4.62,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,TR,Türkiye,2018,,5.45,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,TR,Türkiye,2019,,5.75,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,TR,Türkiye,2020,,6.19,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,UK,United Kingdom,2015,,18.09,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,UK,United Kingdom,2016,,17.89,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,UK,United Kingdom,2017,,18.04,,,,,
dataflow,ESTAT:HLTH_RS_SPEC(1.0),Physicians by medical speciality - historical data (1985-2016),A,Annual,P_HTHAB,Per hundred thousand inhabitants,PSY,Psychiatrists,UK,United Kingdom,2018,,17.98,,,,,
