STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,facility,Health facility,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1988,,1273.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1989,,1201.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1990,,1269.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1991,,1299.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1992,,1302.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1993,,1021.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1994,,997.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1995,,977.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1996,,977.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1997,,938.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1998,,910.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,1999,,935.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2000,,915.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2001,,910.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2002,,910.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2003,,795.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2004,,795.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2005,,795.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2006,,795.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2007,,727.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2009,,692.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2010,,692.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2011,,692.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2012,,745.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AL,Albania,2013,,745.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1988,,6962.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1989,,6762.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1990,,6667.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1991,,6584.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1992,,6237.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1993,,6108.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1994,,5850.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1995,,5474.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1996,,5008.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1997,,4751.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1998,,4529.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,1999,,4244.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2000,,5430.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2001,,5323.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2002,,5506.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2003,,5380.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2004,,5448.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2005,,5604.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2006,,5857.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2007,,6295.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2008,,6182.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2009,,6196.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2010,,5975.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2011,,5981.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2012,,6218.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2013,,6318.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2014,,6364.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2015,,6450.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2016,,6523.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2017,,6585.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2018,,6426.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),AT,Austria,2019,,6099.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1970,,26553.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1988,,16423.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1989,,16799.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1990,,17512.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1991,,17380.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1992,,17177.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1993,,16914.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1994,,16559.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1995,,16367.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1996,,16021.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1997,,16243.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1998,,16383.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,1999,,16386.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2000,,16231.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2001,,15728.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2002,,15675.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2003,,15682.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2004,,15813.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2005,,15967.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2006,,15924.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2007,,15954.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2008,,16027.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2009,,15991.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2010,,16041.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2011,,16012.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2012,,15952.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2013,,15739.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2014,,15691.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2015,,15818.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2016,,15691.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2017,,15479.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2018,,15452.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2019,,16190.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BE,Belgium,2020,,16251.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2000,,5223.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2001,,5611.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2002,,5149.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2003,,5022.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2004,,5021.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2005,,5245.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2006,,5150.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2007,,5138.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2008,,5120.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2009,,5179.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2010,,4888.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2011,,4614.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2012,,4665.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2013,,4792.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2014,,4823.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2015,,4929.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2016,,4007.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2017,,4105.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2018,,3993.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),BG,Bulgaria,2019,,3986.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,1998,,8501.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,1999,,8581.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2000,,8588.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2001,,8152.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2002,,8029.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2003,,7881.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2004,,7870.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2005,,7867.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2006,,7558.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2007,,7694.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2008,,7675.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),CH,Switzerland,2009,,7612.00,,,,,
