STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,facility,Health facility,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,1991,,3467.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,1992,,3310.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,1993,,3338.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,1994,,3175.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,1995,,3112.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,1996,,3013.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,1997,,3037.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,1998,,3190.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,1999,,3151.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2000,,3108.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2001,,3282.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2002,,5751.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2003,,5633.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2004,,6990.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2005,,7168.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2006,,7124.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2007,,6961.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2008,,6676.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2009,,6635.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2010,,6528.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2011,,6420.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2012,,6075.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2013,,5881.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2014,,5968.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2015,,5898.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2016,,5793.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2017,,5657.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2018,,5596.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),NO,Norway,2019,,5552.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2003,,27299.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2004,,26191.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2005,,25721.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2006,,25930.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2007,,25380.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2008,,24713.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2009,,24460.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2010,,24097.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2011,,24278.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2012,,24327.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2013,,24352.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2014,,24770.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2015,,24813.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2016,,25034.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2017,,24736.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2018,,23632.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PL,Poland,2019,,24026.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1985,,8478.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1986,,8987.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1987,,9121.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1988,,8845.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1989,,8804.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1990,,8799.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1991,,8558.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1992,,7263.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1993,,7180.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1994,,9334.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1995,,9337.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1996,,8772.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1997,,8560.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1998,,8416.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,1999,,8201.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2000,,7949.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2001,,7796.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2002,,7445.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2003,,7655.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2004,,7661.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2005,,7501.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2006,,7353.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2007,,7246.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2008,,7098.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2009,,6948.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2010,,6826.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2011,,6788.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2012,,6593.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2013,,6777.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2014,,6553.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2015,,6594.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2016,,6633.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2017,,6569.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2018,,6541.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),PT,Portugal,2019,,6485.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1980,,22304.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1985,,22412.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1986,,22418.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1987,,22194.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1988,,22144.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1989,,22083.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1990,,22131.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1991,,21961.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1992,,20538.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1993,,20418.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1994,,20200.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1995,,20068.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1996,,20044.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1997,,20120.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1998,,19920.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,1999,,19973.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2000,,18299.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2001,,18322.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2002,,18094.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2003,,16567.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2004,,16467.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2005,,16497.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2006,,16954.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2007,,16834.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2008,,16812.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2009,,17153.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2010,,16813.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2011,,16653.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2012,,16741.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2013,,16820.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2014,,16783.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2015,,16785.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2016,,16715.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2017,,16688.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2018,,16638.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RO,Romania,2019,,16609.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RS,Serbia,2006,,5642.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RS,Serbia,2007,,5500.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RS,Serbia,2008,,5354.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RS,Serbia,2009,,5400.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RS,Serbia,2010,,5557.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RS,Serbia,2011,,5551.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),RS,Serbia,2012,,5378.00,,,,,
